"","X","ID","scag_num_1","scag_num_2","scag_num_3","scag_num_4","scag_num_5","scag_num_6","scag_num_7","scag_num_8","scag_num_9","signal","position","lineup","condition_lineup","corr_plots"
"291",511,51,0,0.665286480429184,0.161363016039286,0.112599534268663,0.0681818181818182,0.301898757980441,0.563109072616381,0.512,0.717123118954507,0,11,15,"BN_1","3,12"
"292",521,52,0.0551467946461489,0.48486658587268,0.237805295709524,0.0794384491151319,0.186046511627907,0.431614602079422,0.637362840950031,0.500788723794016,0.934255129216068,1,12,15,"BN_1","3,12"
"293",531,53,0,0.60573571548665,0.0729664230867306,0.1023441285684,0.0227272727272727,0.285934939798241,0.629413704251259,0.397542234887034,0.719182218487405,0,13,15,"BN_1","3,12"
"294",541,54,0,0.616050234606325,0.104184033502921,0.117347232217195,0.0952380952380952,0.134032227437932,0.685643881050985,0.371307373046875,0.457236055751879,0,14,15,"BN_1","3,12"
"295",551,55,0,0.500821923274665,0.191227748289012,0.10976205134847,0.119047619047619,0.356605418018535,0.561622302638435,0.310865697693934,0.657664788379514,0,15,15,"BN_1","3,12"
"296",561,56,0,0.62116329730564,0.39463886431999,0.134766923599985,0.0714285714285714,0.221931900346914,0.623807568796025,0.434788657929154,0.560969837920416,0,16,15,"BN_1","3,12"
"297",571,57,0.0670364640173224,0.684573309982264,0.223578842635673,0.143919361077687,0.0526315789473684,0.265876143203007,0.657050048934145,0.379720365738653,0.592889484702189,0,17,15,"BN_1","3,12"
"298",581,58,0.124838150727497,0.670274452951271,0.141408657510473,0.139698157132884,0.0952380952380952,0.111814504887308,0.618160158819155,0.568839650145773,0.336090444278853,0,18,15,"BN_1","3,12"
"299",591,59,0.126314516641485,0.706947035812677,0.323008568991211,0.11484417682558,0.075,0.235998916761648,0.709654152034864,0.408411936490887,0.562481003049091,0,19,15,"BN_1","3,12"
"300",601,60,0,0.759649608422391,0.154607651823127,0.133691884896499,0.0465116279069767,0.171632206886767,0.627602460450391,0.324951171875,0.735642654364725,0,20,15,"BN_1","3,12"
"301",611,61,0,0.781907411461576,0.0444444444444444,0.124702680900346,0.0909090909090909,0.249026690248507,0.635659063209141,0.397542234887034,0.518707544719126,0,1,16,"BN_3","2,6"
"302",621,62,0.334972021425139,0.635787168344379,0.835762841372876,0.0786262573881402,0.025,0.101719095167774,0.532090133443825,0.281233342900488,0.421775086734373,1,2,16,"BN_3","2,6"
"303",631,63,0,0.710203242144835,0.0648598891039704,0.131685595974016,0.0697674418604651,0.300577030259858,0.652453746785104,0.26853747776174,0.599093269138597,0,3,16,"BN_3","2,6"
"304",641,64,0,0.622170388536189,0.416656446800154,0.138933817144225,0.0454545454545455,0.274945045893731,0.575947672219366,0.371307373046875,0.543625724987419,0,4,16,"BN_3","2,6"
"305",651,65,0.0673247717584503,0.790465888410096,0.295703611666927,0.163741489292202,0.0952380952380952,0.129253840702389,0.686460617652374,0.434788657929154,0.407586648487107,0,5,16,"BN_3","2,6"
"306",661,66,0.0571809868875296,0.485645428890349,0.129760739811834,0.0895221965675994,0.0697674418604651,0.423804228722062,0.571959434514848,0.371307373046875,0.833016993405325,1,6,16,"BN_3","2,6"
"307",671,67,0,0.672443105072888,0.178981303646612,0.121991780041749,0.0909090909090909,0.150749182887829,0.624561997836588,0.338564710465537,0.42720565339444,0,7,16,"BN_3","2,6"
"308",681,68,0,0.698809096429549,0.448964216605352,0.142906222796154,0,0.213600979103678,0.707755441875059,0.324951171875,0.712018416292077,0,8,16,"BN_3","2,6"
"309",691,69,0,0.700039738521967,0.249628164699091,0.139890368105773,0.0465116279069767,0.216993590112966,0.588280177300196,0.500788723794016,0.615828056129725,0,9,16,"BN_3","2,6"
"310",701,70,0.0696252428477206,0.532100038305941,0.119085807428382,0.104370941734384,0.142857142857143,0.260714203661565,0.656035219500611,0.568839650145773,0.289976226215214,0,10,16,"BN_3","2,6"
"311",711,71,0,0.717526319426838,0.0869466324108553,0.166767611064069,0.0714285714285714,0.120037235517702,0.723082183556065,0.434788657929154,0.345023199891727,0,11,16,"BN_3","2,6"
"312",721,72,0.0696450478758338,0.671718153059402,0.224522869962695,0.139105623249203,0.0476190476190476,0.331181569221451,0.607192963489017,0.296296296296296,0.573300391538774,0,12,16,"BN_3","2,6"
"313",731,73,0,0.649024455797303,0.0685340470244763,0.159767006845577,0.0909090909090909,0.210865092809774,0.695037430970079,0.459078717201166,0.267969077679507,0,13,16,"BN_3","2,6"
"314",741,74,0,0.668953979767146,0.25093433968471,0.130699457242212,0.0697674418604651,0.161282790665488,0.657922664593441,0.434788657929154,0.359376235781044,0,14,16,"BN_3","2,6"
"315",751,75,0,0.452630752116329,0.157102041481057,0.123257827638256,0.0681818181818182,0.280783768101687,0.649231189319051,0.459078717201166,0.479197305363082,0,15,16,"BN_3","2,6"
"316",761,76,0.0853569097187166,0.619787957867038,0.0652642248322211,0.106630141266456,0.0465116279069767,0.232243688132162,0.65179329627733,0.26853747776174,0.420243696119277,0,16,16,"BN_3","2,6"
"317",771,77,0,0.69219203131219,0.108048991023342,0.148127768481194,0.113636363636364,0.369375059361139,0.582940708201142,0.282623291015625,0.6581701474598,0,17,16,"BN_3","2,6"
"318",781,78,0.116895280265025,0.672520665530109,0.273585276610265,0.138718760283747,0.0476190476190476,0.217219954233025,0.619686639851265,0.310865697693934,0.4177092083627,0,18,16,"BN_3","2,6"
"319",791,79,0,0.590660819231737,0.101225842192126,0.140716712444432,0,0.272919184200317,0.690048797349816,0.324951171875,0.564687961799629,0,19,16,"BN_3","2,6"
"320",801,80,0.126403090280708,0.700698520115434,0.0922757502651758,0.121991780041749,0.166666666666667,0.370237410207772,0.562671026922837,0.48907810891282,0.823210890906491,0,20,16,"BN_3","2,6"
"321",1011,101,0,0.447595683773709,0.147529171169557,0.122784589609086,0.0454545454545455,0.296639196685564,0.655602871489982,0.338564710465537,0.567016136189227,0,1,17,"AN_1","14,17"
"322",1021,102,0,0.630972394685607,0.0444444444444444,0.128766358005205,0.0454545454545455,0.357157741348604,0.642795278766127,0.282623291015625,0.447270193745661,0,2,17,"AN_1","14,17"
"323",1031,103,0,0.540703998190797,0.155116915746011,0.143333862892391,0.13953488372093,0.209010863086869,0.608540867402541,0.500788723794016,0.378198346189582,0,3,17,"AN_1","14,17"
"324",1041,104,0,0.637106152468178,0.0863046001355955,0.136155439016286,0.0681818181818182,0.202176281570396,0.696700937197923,0.338564710465537,0.3815307674915,0,4,17,"AN_1","14,17"
"325",1051,105,0,0.710984983341187,0.0451131751937942,0.135587794142408,0.159090909090909,0.308180792876933,0.554411272133734,0.324951171875,0.672163423957848,0,5,17,"AN_1","14,17"
"326",1061,106,0,0.568428878895334,0.136771858580017,0.14343450286663,0.0465116279069767,0.425404684483879,0.517967496556321,0.384673178061608,0.566247874125919,0,6,17,"AN_1","14,17"
"327",1071,107,0,0.790713308619628,0.267065722167959,0.155537612055338,0.0465116279069767,0.131667036481064,0.693807374580378,0.512,0.485680291686293,0,7,17,"AN_1","14,17"
"328",1081,108,0.457331399692148,0.673683207874217,0.15346363252263,0.105220870403537,0.105263157894737,0.333571549660711,0.537776925127027,0.379720365738653,0.647825811741927,0,8,17,"AN_1","14,17"
"329",1091,109,0,0.670018490571234,0.0742095044564702,0.129893664656635,0.0681818181818182,0.36192375253069,0.654948898771474,0.447180948503969,0.672990114582468,0,9,17,"AN_1","14,17"
"330",1101,110,0.0614504867438592,0.61673416196715,0.182378054778899,0.126186202737884,0.024390243902439,0.2382258100793,0.594912933515953,0.296296296296296,0.508431239082775,0,10,17,"AN_1","14,17"
"331",1111,111,0,0.534139528983066,0.0909470976622377,0.136411020500265,0.136363636363636,0.273692038274204,0.682228960782867,0.459078717201166,0.441571803384192,0,11,17,"AN_1","14,17"
"332",1121,112,0,0.623048054539558,0.0444444444444444,0.130547082422417,0.0681818181818182,0.327366307825996,0.660535719943579,0.230237319995972,0.521281978400715,0,12,17,"AN_1","14,17"
"333",1131,113,0.177498292387133,0.533374423219563,0.137205933227211,0.110304714765212,0.0476190476190476,0.251672186384002,0.669895572505165,0.254037037037037,0.496280267123741,0,13,17,"AN_1","14,17"
"334",1141,114,0,0.551509385150207,0.537132569740819,0.0629746906895961,0.0454545454545455,0.092517015607783,0.544069460233643,0.371307373046875,0.0745077158506438,1,14,17,"AN_1","14,17"
"335",1151,115,0.0813570234513626,0.704678111366544,0.245179189094396,0.140391011656876,0.0476190476190476,0.219302611867889,0.686830866692441,0.201443273606954,0.324991503088574,0,15,17,"AN_1","14,17"
"336",1161,116,0.0571646639209795,0.641043145189804,0.311756015535097,0.146305950513404,0.0238095238095238,0.221592711848868,0.631669893701023,0.558518216975371,0.464482875021405,0,16,17,"AN_1","14,17"
"337",1171,117,0,0.495582474667554,0.136551172911357,0.103797260538569,0.0909090909090909,0.507534104375417,0.581708170166218,0.522740912208505,0.872895401447877,1,17,17,"AN_1","14,17"
"338",1181,118,0.0907107112892817,0.752972118038846,0.0454545454545455,0.147407144450869,0.024390243902439,0.308366743807272,0.628599471400411,0.421875,0.511914716745279,0,18,17,"AN_1","14,17"
"339",1191,119,0,0.729330818832664,0.131804697944175,0.134955096696897,0.0232558139534884,0.309589559958644,0.65804915842499,0.384673178061608,0.48453352332489,0,19,17,"AN_1","14,17"
"340",1201,120,0.123090069320222,0.739126847983101,0.449170817622059,0.125625003527459,0.0232558139534884,0.171738523898227,0.669207965147987,0.512,0.449693958348171,0,20,17,"AN_1","14,17"
"341",2611,261,0.0479488585124005,0.625515004857871,0.306443958090365,0.129686638230334,0.0232558139534884,0.328887578547745,0.598682991095359,0.216,0.455675657214658,0,1,18,"AN_3","6,14"
"342",2621,262,0,0.52048183094931,0.0444444444444444,0.137196670672807,0.0681818181818182,0.254493242157514,0.635090649453709,0.459078717201166,0.500186070769039,0,2,18,"AN_3","6,14"
"343",2631,263,0,0.625230716110193,0.0703778341330473,0.146821998536882,0.0681818181818182,0.183059423941587,0.681975595400496,0.397542234887034,0.40841105099003,0,3,18,"AN_3","6,14"
"344",2641,264,0,0.676405704348409,0.259833781348072,0.156758108451495,0.116279069767442,0.258189991452062,0.648245747975228,0.26853747776174,0.531930460554112,0,4,18,"AN_3","6,14"
"345",2651,265,0,0.652006761586817,0.184758187722704,0.155809304847253,0.0681818181818182,0.172719344808168,0.684856189079492,0.459078717201166,0.398753252570869,0,5,18,"AN_3","6,14"
"346",2661,266,0,0.697790787841586,0.357088948657397,0.128534290608846,0.113636363636364,0.278770150884057,0.520744574088148,0.384673178061608,0.064973245298203,1,6,18,"AN_3","6,14"
"347",2671,267,0.0517904554170124,0.487085820504163,0.0454545454545455,0.114857174374635,0.0930232558139535,0.532393871692317,0.481527130607689,0.324951171875,0.670563702420073,0,7,18,"AN_3","6,14"
"348",2681,268,0.1029491874894,0.640946699797799,0.199983086883268,0.125371247422319,0.119047619047619,0.329159249234803,0.536217716202264,0.434788657929154,0.567953223477791,0,8,18,"AN_3","6,14"
"349",2691,269,0,0.5982641322923,0.0871740672844244,0.14813112765411,0.0681818181818182,0.205376198899761,0.591264133787015,0.397542234887034,0.133591129333282,0,9,18,"AN_3","6,14"
"350",2701,270,0,0.650804754329292,0.0659945838292001,0.154947845256463,0.0465116279069767,0.241038345493127,0.690866967700886,0.310865697693934,0.126561170070491,0,10,18,"AN_3","6,14"
"351",2711,271,0,0.534301149021892,0.0739671446069382,0.125759603197994,0.0681818181818182,0.329100344956446,0.614700851917534,0.338564710465537,0.36140393624428,0,11,18,"AN_3","6,14"
"352",2721,272,0.129303375927616,0.66890238548365,0.107076764188434,0.130299093293467,0.024390243902439,0.238755973335184,0.543769203258053,0.476837158203125,0.459049087000149,0,12,18,"AN_3","6,14"
"353",2731,273,0,0.661669872192423,0.234859751249989,0.129801693676501,0.119047619047619,0.30438660264222,0.644241368979651,0.296296296296296,0.572788301884322,0,13,18,"AN_3","6,14"
"354",2741,274,0,0.520913489524593,0.0511243762815056,0.110155748824343,0.113636363636364,0.481724007657934,0.569379482990894,0.338564710465537,0.864126828976832,1,14,18,"AN_3","6,14"
"355",2751,275,0,0.643946657849864,0.100099264686716,0.145757354507951,0.0232558139534884,0.350792148181793,0.587497281371828,0.384673178061608,0.518746992947849,0,15,18,"AN_3","6,14"
"356",2761,276,0,0.594358166837242,0.0612171389186524,0.145897254848815,0,0.19073702046895,0.671710276973216,0.338564710465537,0.391392656020282,0,16,18,"AN_3","6,14"
"357",2771,277,0,0.524505446219933,0.0602610100989152,0.137029733781171,0.0232558139534884,0.22873212267448,0.625126990974147,0.324951171875,0.415208444781507,0,17,18,"AN_3","6,14"
"358",2781,278,0,0.670239719995758,0.0591999421234149,0.151163618547845,0.0681818181818182,0.234516033360874,0.640035896423726,0.338564710465537,0.571575309645908,0,18,18,"AN_3","6,14"
"359",2791,279,0.0531172783130192,0.511972035325819,0.125501879775731,0.117160508599069,0,0.262121193474898,0.666319798673448,0.254037037037037,0.458113609079661,0,19,18,"AN_3","6,14"
"360",2801,280,0.134285688884433,0.732003448925608,0.297746985558831,0.140018362166295,0.102564102564103,0.288600159717864,0.596995543259017,0.45062962962963,0.708263068330551,0,20,18,"AN_3","6,14"
