"","PST045214","PST040210","PST120214","POP010210","AGE135214","AGE295214","AGE775214","SEX255214","RHI125214","RHI225214","RHI325214","RHI425214","RHI525214","RHI625214","RHI725214","RHI825214","POP715213","POP645213","POP815213","EDU635213","EDU685213","VET605213","LFE305213","HSG010214","HSG445213","HSG096213","HSG495213","HSD410213","HSD310213","INC910213","INC110213","PVY020213","BZA010213","BZA110213","BZA115213","NES010213","SBO001207","SBO315207","SBO115207","SBO215207","SBO515207","SBO415207","SBO015207","MAN450207","WTN220207","RTN130207","RTN131207","AFN120207","BPS030214","LND110210","POP060210","winner16"
"421",15609,15679,-0.4,15679,5.8,26,16.3,50.2,97.6,0.5,0.4,0.5,0,1,1.5,96.4,89.3,1.4,1.8,94.2,21.5,1365,26.5,6684,76.8,10.8,160700,6092,2.52,27685,57581,8.9,354,2450,-6.8,1271,1304,0,0,0,0,0,30.5,0,0,80594,5253,7596,55,561.01,27.9,"Rep"
"422",33365,33309,0.2,33309,6.1,24.1,16.4,50.1,96.3,1,0.2,1.4,0,1,1.9,94.7,83.6,2.3,2.9,92.4,25,2484,20.3,13984,75.8,13.9,132000,12691,2.48,25477,54723,9.2,810,15685,1.1,2134,3254,0,0,0,0,0,20,1856906,0,333092,10201,28951,125,554.53,60.1,"Rep"
"423",40866,40648,0.5,40648,7,24.9,17.5,49.5,92.4,2,0.8,2.8,0.2,1.8,19.9,73.9,86,12.1,18.4,85.2,19.3,3538,17.3,16718,73.4,17.1,105400,15350,2.58,24117,51555,12.1,792,14459,-0.1,1875,2532,0,0,0,0,0,28.8,1848040,298112,407694,10434,40400,10,572.5,71,"Rep"
"424",14831,15059,-1.5,15059,5.7,24.2,15.8,49.9,96.9,0.6,0.5,0.7,0.1,1.3,2.6,94.5,90,0.8,2.4,92.1,24,1347,25.2,6088,83.7,9,149400,5375,2.67,27101,63076,7,294,2089,-3.4,926,1101,0,0,0,0,0,32.7,0,23046,78569,5187,5388,3,437.44,34.4,"Rep"
"425",8001,7970,0.4,7970,5.5,23.6,19,49.8,97.3,0.6,0.1,0.8,0,1.2,2.4,95.2,84.8,4.3,5.1,86.7,19.3,645,25.1,3892,75.5,7.9,95200,3361,2.34,24508,45997,11.8,173,1895,1.8,553,521,0,0,0,0,0,21.1,0,46184,62488,8256,0,82,433.72,18.4,"Rep"
"426",10421,10740,-3,10740,5.7,22.6,20.8,51.1,97.7,0.4,0.5,0.4,0,1,3.5,94.5,88.3,1.3,3.2,87.4,15.1,897,18.7,5200,71.8,13.1,79600,4553,2.28,22868,44281,16.1,308,3056,1.7,731,952,0,0,0,0,0,14.3,180839,150731,88288,8071,7599,13,424.1,25.3,"Rep"
"427",14056,14398,-2.4,14398,6,23.6,20.6,49.8,97.1,0.9,0.2,0.7,0,0.9,4.5,93.3,86.3,2.8,4.5,91.1,18.9,1117,16.7,6635,74.9,16.3,93000,6098,2.27,28086,48185,11.3,506,5345,1.3,984,1337,0,0,0,0,0,21.5,304999,322652,169740,12093,9778,22,573.04,25.1,"Rep"
"428",15496,15943,-2.8,15932,5.6,20.6,20.8,47.8,94.2,2.4,0.7,1.2,0.1,1.4,2.9,91.7,81.4,2,3.4,89.3,17.4,1590,16.4,7186,73.2,11.4,77700,6415,2.27,23496,43010,13.9,416,5313,0.3,919,1305,0,0,0,0,0,20.2,348217,116438,163001,10243,12573,11,534.94,29.8,"Rep"
"429",9099,9421,-3.4,9421,5.9,22,21.4,50.3,97,0.9,0.4,0.5,0.1,1.1,2.1,95.2,88.8,1.3,2.1,90,16.5,782,16.9,4617,77.2,12,83400,3948,2.28,25055,44663,9.2,278,2802,0.5,733,937,0,0,0,0,0,0,401373,132484,65829,6988,34628,2,563.84,16.7,"Rep"
"430",24874,24981,-0.4,24986,5.9,25.1,17.6,50.3,97.2,0.5,0.5,0.6,0.1,1,4.1,93.6,89.2,1.8,4.9,92.5,20.9,2025,17.1,10668,79.3,9.4,129800,9867,2.49,27942,58888,6.4,703,9761,0.4,1700,2137,0,0,0,0,0,0,0,243010,299650,12330,21970,37,862.89,29,"Rep"
"431",93128,93149,0,93158,6.5,23.7,15.7,50.9,95.2,1.6,0.7,0.8,0.1,1.7,7.2,88.7,85.1,3.3,6.2,89.3,19.1,7373,20.8,39589,70.2,18.7,126300,36460,2.49,25847,51304,13.8,1986,30845,-3.1,4975,7088,0,0,0,0,1.2,24.1,0,2256650,1503395,16784,451451,122,950.28,98,"Rep"
"432",18668,18914,-1.3,18914,5.2,20.4,19.2,51.1,94.8,1.4,0.3,1.8,0.1,1.5,3,92.2,83.2,3.1,4.6,92.6,24.1,1296,17,8953,72.9,15,117600,7488,2.28,25318,50349,12.8,549,9458,2.9,1275,1781,0,0,0,0,0,21.4,462194,118099,241342,12932,17021,123,584.93,32.3,"Rep"
"433",5051,5131,-1.6,5131,5.8,23.3,25.3,50.8,98.1,0.4,0.3,0.4,0.1,0.8,2,96.4,91,0.7,10,88.5,17.6,401,18,2605,76.5,5.7,78500,2074,2.39,23324,44551,13.1,144,1022,3.9,470,553,0,0,0,0,0,12.1,0,26024,63578,12562,0,2,535.5,9.6,"Rep"
"434",10035,10350,-3,10350,5.4,22,22.3,50.9,98.2,0.3,0.2,0.4,0.1,0.9,2.8,95.7,89.3,1.2,2.8,91.4,19.1,943,17.7,5407,81.4,8.2,79700,4435,2.25,26350,48093,8.7,353,2624,-0.1,845,1187,0,0,0,0,0,21.5,0,164976,92468,8983,0,5,575.01,18,"Rep"
"435",171387,165224,3.7,165224,6.6,24.1,14.4,51,86.7,7.5,0.4,2.5,0.1,2.8,6.3,81.3,86.3,3.4,5.6,92.3,31.6,12299,18,73040,69,24.8,143600,67049,2.44,28948,52735,13.1,4408,82196,2.6,10040,14132,0,0.3,0,0,1.3,27,5745095,0,2852978,17574,423931,365,458.09,360.7,"Dem"
"436",11948,12167,-1.8,12167,5.6,22.7,22.4,50.8,97.7,0.5,0.4,0.4,0.1,0.8,2.3,95.6,90.1,2,2.8,90.9,18.2,1041,18.5,5561,77.7,11,104700,5083,2.33,26387,48783,10.8,398,5209,-1.4,972,1388,0,0,0,0,0,19.5,0,158609,135125,10996,8692,16,590.78,20.6,"Rep"
"437",34681,33704,2.9,33704,7.4,26.9,14.5,49.8,96.6,1,0.5,1.1,0,0.7,9.8,87.9,85.9,6.3,9.5,88.6,23.4,1830,12.8,12582,80,10.2,131200,11623,2.72,24324,57227,8.2,1233,17949,-0.3,2577,3659,0,0,0,0,0,18.3,1152404,753139,394422,12319,31746,112,768.33,43.9,"Rep"
"438",94073,89542,5.1,89542,4.9,17.1,10.7,48.1,88.2,2.8,0.3,7,0,1.7,3.1,85.5,67.8,8.3,9.3,95.5,47.7,4787,17.8,38103,55,37.2,162200,35196,2.34,25986,50516,20.9,2006,30774,3.6,5377,7365,0,0,2.1,0,0,23.6,1970829,432009,968345,11361,151011,539,572.82,156.3,"Dem"
"439",17451,17767,-1.8,17767,6,24.1,19.2,50.9,88.3,0.6,8,0.4,0.1,2.6,8.4,82.7,91.2,2.8,10.5,89.9,16.1,1496,21.6,7753,74.7,8.5,101300,6794,2.53,25311,51670,11.5,341,3564,-0.1,1130,0,0,0,0,0,0,0,0,154880,112481,6366,0,17,721.01,24.6,"Rep"
"440",6143,6317,-2.8,6317,6.3,23.1,21.1,49.3,98.2,0.4,0.3,0.3,0.1,0.8,7.5,91,89.9,3.4,8.1,90,13.8,511,21,3091,76.2,7.1,66400,2764,2.22,23793,43804,14.5,134,1594,1.9,556,722,0,0,0,0,0,0,0,40979,25098,3906,0,4,531.9,11.9,"Rep"
"441",12516,12534,-0.1,12534,6.1,23.1,18.9,51.3,97.1,1,0.3,0.6,0,1,2.8,94.6,88.7,1,2,91.5,16.5,1014,15,5907,73.2,12,91600,5339,2.29,23007,44838,16.1,334,5025,-6.8,800,0,0,0,0,0,0,0,214327,384667,153754,12759,11160,7,423.65,29.6,"Rep"
"442",47956,46228,3.7,46225,6,25.2,14.9,50.8,97.2,0.7,0.3,0.6,0.1,1.1,2.5,94.9,85.2,1.2,2.2,95.3,26.7,3826,24.8,19162,78.7,13.6,154100,17378,2.58,29088,62535,7.3,773,7742,-1.4,3431,4047,0,0,0,0,0,26,0,628117,328428,7415,25116,360,569.83,81.1,"Rep"
"443",22070,21704,1.7,21704,6.6,24.8,18.5,50.8,96.9,0.9,0.3,0.5,0.1,1.2,5.6,91.7,88.1,2.7,8.7,89.5,20.8,1573,21.1,9540,75.7,14.2,121800,8948,2.4,26459,54554,9.8,705,6828,0.3,1780,2559,0,0,0,0,0,15.9,0,185719,195045,9221,114716,24,568.84,38.2,"Rep"
"444",6395,6403,-0.1,6403,7,24.2,22.3,51.6,97.6,0.7,0.3,0.4,0,1,1.7,96.2,87.6,0.8,2.4,88.4,14.1,569,25.2,3181,82.7,6.9,62300,2589,2.42,22127,40024,12.4,146,1381,-0.1,523,483,0,0,0,0,0,0,0,27010,49159,7824,0,0,525.44,12.2,"Rep"
"445",36955,38013,-2.8,38013,5.8,21.4,17.2,48.2,92.7,4.2,0.4,0.9,0,1.8,4.3,88.8,84,2.2,3.3,88.8,19.2,3109,15.4,17035,68.5,18.5,84300,15458,2.28,24203,41624,15.8,1032,15629,2.1,2082,2884,0,0,0,0,0,0,1909417,0,577547,15022,61910,20,715.62,53.1,"Rep"
"446",20768,21058,-1.4,21056,4.3,18.9,18.1,50.5,97,0.8,0.1,1.2,0,0.8,2.1,95.2,87,2.1,3.6,93.8,26.5,1485,16.2,8813,77.3,12.8,151500,8042,2.32,25062,53122,8.4,619,9585,-2.1,1859,2878,0,0,0,0,0,25.6,288679,167268,289636,13909,21459,47,689.87,30.5,"Rep"
"447",102271,102177,0.1,102172,7.3,26,13.8,50.5,88.9,2.8,2.6,2.7,0.2,2.8,15.2,75.7,82.8,8.3,14.7,85.4,20.3,7107,17.7,41510,67.7,19.1,97900,38654,2.57,23269,45856,15.7,2692,45624,1.2,5654,7392,0.9,0,0.9,0,2,25.8,2827480,1739995,1511955,14913,158358,151,872.83,117.1,"Rep"
"448",7624,7598,0.3,7598,5.1,21.7,19.8,50.2,97.3,0.9,0.3,0.5,0,1,2.7,95,91.6,1.1,2.7,92.5,16.3,706,20.1,3523,81.1,7.1,96900,3197,2.33,26187,50476,11.5,172,1790,-3.7,530,432,0,0,0,0,0,28.2,248922,0,28655,3759,4736,4,400.12,19,"Rep"
"449",12840,13229,-2.9,13229,5.7,23.1,21.3,49.6,97.2,0.8,0.4,0.4,0.1,1.1,10.2,87.7,91.3,4.5,9,88.8,16,938,15.6,6494,77.4,14.4,71700,5367,2.4,25827,45205,11,390,3908,-8.2,868,1529,0,0,0,0,0,20.1,863324,291061,100154,7681,7591,12,580.42,22.8,"Rep"
"450",426236,392365,8.6,392365,6.2,25.1,12.6,49.9,92.4,1.3,0.8,2.6,0.2,2.7,7.7,85.5,82.5,5.9,8.4,93.6,36,29195,19.6,167215,68.1,16.8,183600,151600,2.6,27452,55210,13.1,12216,174796,2.2,33207,42344,0.4,1,1.3,0,2.1,25.4,4942388,6006918,5855102,15720,795953,3968,1052.58,372.8,"Rep"
"451",5957,5986,-0.5,5986,7.3,27.6,19.6,50.3,97.4,0.3,0.9,0.5,0,1,4.2,93.7,85.7,1.3,3.3,90.7,16.1,440,20,3987,81.3,5.5,129700,2442,2.42,21853,44964,12.9,117,938,2.4,420,645,0,0,0,0,0,0,0,23383,58739,10031,0,35,974.79,6.1,"Rep"
"452",21482,21378,0.5,21376,5.2,23.2,15.8,49.2,95.5,0.3,1.5,1,0.2,1.4,20.7,76.9,85.1,13.6,20.5,90.6,44.7,1347,16.9,15121,70.1,30.4,375000,9207,2.28,35524,64042,8.3,1339,10413,10.2,3337,4416,0,0,0,0,2.4,23.7,0,285858,356031,16414,153302,89,2643.59,8.1,"Dem"
"453",6824,7028,-2.9,7028,3.2,18.6,21.3,48.4,95.3,0.5,1.3,0.5,0.4,2.1,3.6,92.3,84.6,2.2,4.1,89.2,24.1,758,31.5,5339,78.3,1,195600,2994,2.29,24324,41056,17,151,491,-1,564,813,0,0,0,0,0,27.2,0,0,18745,2465,5741,32,1899.24,3.7,"Rep"
"454",41585,40877,1.7,40877,4.9,20.3,21.4,50,95.9,0.3,0.9,0.7,0.1,2.2,2.9,93.4,86.5,1.9,2.3,90.7,21.1,4676,23.3,24580,73.1,11.8,222200,17388,2.32,23221,41414,15.2,1398,10977,0,3687,5642,0,0,0.7,0,0,20.6,498636,149654,485307,11788,63260,55,1734.57,23.6,"Rep"
"455",108623,104304,4.1,104234,8.9,31.3,12.1,50.4,94.9,0.7,1.1,1,0.1,2.1,12.5,83.8,84.8,5.6,10.5,90.5,26,6919,19.2,40718,73,18.8,154700,36066,2.9,22657,50872,11.4,3244,44031,1.7,7757,10995,0,0.8,0.9,0,1.9,21.8,0,1881605,1871454,19405,153475,398,1866.08,55.9,"Rep"
"456",10979,10972,0.1,10972,5.1,22.9,20.5,49.4,94.5,0.5,2.2,0.7,0.1,2,4.2,91,91.7,2.7,4.3,84.9,15.4,1263,20.1,5247,74.4,9.3,174300,4144,2.59,19877,37003,16.5,355,2340,4.5,871,1133,0,0,0,0,0,29.1,0,19692,86256,7945,0,51,1268.56,8.6,"Rep"
"457",1039,1117,-7,1117,5.7,24.4,18.6,48.8,94.1,0.5,1.3,0.5,0.1,3.5,7.5,87.3,86,11.2,16.8,84.3,22.3,133,25.1,836,67.7,0.7,163000,464,2.73,21830,41154,15.5,27,0,0,87,73,0,0,0,0,0,56.2,0,0,0,0,1518,3,1074.49,1,"Rep"
"458",203143,188923,7.5,188923,7.9,29.9,12.5,50.6,93.7,0.8,1.7,1,0.3,2.5,24.6,71.3,82.1,8.4,18.1,82.7,16.8,13416,23.6,71326,69.3,11.4,122800,63442,2.98,17755,42105,20.4,3627,45609,5.7,11596,14561,0.2,0.7,0.6,0,5.9,22.4,0,992925,2176039,12171,140865,1130,587.37,321.6,"Rep"
"459",6837,6963,-1.8,6963,7.4,28.6,16.8,49.8,97.1,0.2,0.6,0.6,0.2,1.2,5.3,92.2,89,2.8,3.3,88.7,17.5,478,18.7,3217,84.1,3.4,116300,2644,2.56,23586,53586,7.8,193,2639,0.2,451,511,0,0,0,0,0,26.2,443222,94559,68364,9967,0,9,1764.15,3.9,"Rep"
"460",23540,22958,2.5,22952,8.3,32.3,13.5,49.3,95.3,0.6,1.6,0.7,0.1,1.6,26.6,71,83.5,9.7,19.4,78,15.6,1340,16.3,8434,69,8.7,125900,7653,2.96,17801,42039,15.9,644,7301,5.7,1486,2218,0,0,0,0,6.6,24.7,371255,335892,318904,15216,33455,46,2565.08,8.9,"Rep"
"461",867,982,-11.7,982,5.9,28,14.8,47.3,93.5,0.8,2.2,1,0,2.4,42.6,54,70.9,34.8,37.8,70.1,11.4,41,14,533,59.5,13.8,111700,304,2.41,20032,33200,14.9,18,75,-9.6,53,112,0,0,0,0,0,0,0,0,0,0,0,3,1764.19,0.6,"Rep"
"462",8562,8761,-2.3,8761,4,16.3,25.4,45.2,94.4,0.5,2.2,0.6,0.1,2.1,3.6,91.3,84.9,2,4.8,84.9,15.5,1041,22.8,4479,80.1,7.3,138300,3545,2.19,20256,40134,12.5,229,1867,-1.5,478,927,0,0,0,0,0,15.1,0,13677,69845,8489,0,19,2457.27,3.6,"Rep"
"463",4140,4366,-5.2,4368,4.3,17.5,23.8,48.7,97.1,0.2,0.7,0.4,0.1,1.5,4.1,93.2,91.6,1.9,2.6,89.6,26.3,547,22.3,3090,83.5,4.9,150600,1870,2.26,23965,39541,16.1,167,681,9.7,440,318,0,0,0,0,0,0,0,0,35092,8542,11270,0,4920.94,0.9,"Rep"
"464",26094,27038,-3.5,27038,8,26.4,11.8,47.8,88.6,3.2,1.6,2.8,0.4,3.4,16.2,74.1,79.5,9.9,15.1,84,16.9,4308,17.4,12193,62.4,12.2,136800,9555,2.7,20646,42842,16.3,431,3936,3,1198,1852,0,0,0,0,6.5,19.8,0,53448,241226,8319,26980,57,3074.74,8.8,"Rep"
"465",13021,12786,1.8,12786,8,34,13.6,49.3,97.2,0.3,0.8,0.2,0.1,1.5,6.9,91.1,91.2,2.9,7.5,92,17.4,785,23,4650,80.9,5.8,156800,4150,3.07,17620,44962,12.2,281,1928,2.3,958,1047,0,0,0,0,0,16.4,0,49543,113519,9319,5841,35,663.65,19.3,"Rep"
"466",16866,16719,0.9,16719,5.7,23.6,21.4,50.3,95,0.2,0.9,1.4,0.1,2.4,8.2,87.6,82.8,4.4,8.4,86.3,15.8,1656,30.1,7100,74.6,8.3,150400,6323,2.62,20250,44432,18.2,337,2154,-1,1238,1753,0,0,0,0,0,0,0,13552,113895,6914,9205,37,560.9,29.8,"Rep"
"467",15064,15464,-2.6,15464,6.9,28.2,16.4,48.7,94.8,0.5,1.8,0.9,0.2,1.8,28.6,68.6,88,15.8,20.5,74.6,12.1,1125,18.8,6059,70.5,6.1,123800,5552,2.73,18373,37050,20.8,348,2498,0.5,848,1141,0,0,0,0,3.4,34.3,0,118908,88226,6158,0,13,728.97,21.2,"Rep"
"468",16215,16267,-0.3,16267,5.2,20,24,47.8,94,0.4,3,0.5,0.1,2.1,3.1,91.5,86.4,1.2,2.3,88.9,14.8,1877,17.6,8648,78.2,5.1,150900,6534,2.4,19168,37349,17.5,478,3292,4,1209,1617,0,0,0,0,0,23.5,0,64841,97645,6395,14650,1,8477.35,1.9,"Rep"
"469",27021,26140,3.4,26140,8.8,34.8,11.1,49.7,96,0.4,1.3,0.5,0.2,1.6,10.3,87.2,86.8,4.2,10.2,89.4,22,1587,23.7,8878,83.8,5.8,157500,8058,3.26,19598,52023,13.1,430,3769,12.1,2037,2929,0,1,0,0,0,0,0,0,92388,4058,7387,79,1093.5,23.9,"Rep"
"470",147326,138494,6.4,138494,6.1,23.6,17,50.6,94.7,0.4,1.4,0.9,0.2,2.4,4.3,91.1,83.2,2.3,3.3,92.1,23.3,13296,20.8,66130,70.6,15.5,188800,55679,2.5,24685,49002,13.4,4345,44971,2,10934,15155,0.2,1.2,0.6,0,1.8,24.1,992158,843286,2175172,16242,303725,1047,1244.13,111.3,"Rep"
"471",7726,7936,-2.6,7936,4,18.2,27.3,49.3,95.8,0.5,1.2,0.6,0,2,3.1,93.3,86.6,1.5,2.8,90.4,23.8,1004,15.1,4746,71.3,6.6,186900,3832,2,23998,34122,23.3,289,1651,7.7,685,1013,0,0,0,0,0,27.3,0,0,122983,15806,7704,11,4563.39,1.7,"Rep"
"472",3838,3821,0.4,3821,5.3,23,24.1,49.8,90,0.4,6,0.5,0.2,2.8,4,86.8,85.5,2.5,4.7,88.3,16.2,468,19.5,1868,74.1,6.8,116600,1660,2.28,19910,36000,17.9,121,763,6.4,310,438,0,0,0,0,0,0,0,0,29657,8193,0,10,478.8,8,"Rep"
"473",5316,5206,2.1,5208,7,30.9,12.3,48.5,95.6,0.5,1.7,0.5,0.2,1.6,30.2,66.8,85.7,13.8,23.4,74.5,11.8,292,29.7,1958,71.7,3.9,120300,1617,3.21,16530,42433,16.6,87,635,4.3,284,383,0,0,0,0,0,0,0,0,16924,3721,2350,4,1201.41,4.3,"Rep"
"474",38038,37536,1.3,37536,10,27,6,49.7,95.6,0.7,0.5,1.1,0.4,1.8,7,89.4,60.7,4.6,10.1,94.9,33.7,960,17.1,12708,49.1,43.8,169600,10323,3.53,15133,32059,35.8,757,14065,5.5,2421,2942,0,0,0,0,0,15.2,0,161967,407686,10971,32041,386,469.21,80,"Rep"
"475",40007,39265,1.9,39265,6.2,21.7,18.9,50.5,90.1,0.5,5.8,0.9,0.1,2.5,3.7,87.4,85.4,1.9,4.3,90,21.1,4190,16.3,17417,69.3,19.1,165900,16019,2.41,24257,46503,11.1,1110,16434,2.3,2152,3205,0,1.2,0,0,0.8,27,0,0,702969,18133,64508,55,848.09,46.3,"Rep"
"476",11353,11526,-1.5,11526,6.4,26.6,16.3,49.1,91.7,0.8,4.5,0.7,0.2,2,26.5,68.2,84.8,10.3,21.2,75.4,8.2,922,27.2,4769,64.2,5.4,121200,3911,2.9,15945,32175,24.2,181,1612,5.6,635,999,0,0,0,0,4,21.6,0,34609,50935,4653,4150,16,7665.51,1.5,"Rep"
"477",12390,12765,-2.9,12765,5.2,19.7,21.7,49.5,94.9,0.3,1.8,0.5,0.2,2.3,3.4,92.1,80.2,1.7,2.3,84.8,13.5,1605,18.7,6976,68.4,12.1,123200,5714,2.17,20487,38440,17.4,355,4166,-0.4,768,1217,0,0,0,0,0,18.2,0,25007,623117,48689,11068,7,2629.67,4.9,"Rep"
"478",80914,77230,4.8,77230,7.7,27.6,14.8,50.7,94.5,0.7,1.3,1.4,0.2,1.8,15.2,80.8,81.6,8.5,14.4,83.7,16.3,5629,16.6,31772,66.8,13.8,148900,28166,2.72,20588,43886,15,2455,27449,8,5099,7234,0,0,0.6,0,3.7,22.7,970292,497639,1259106,17270,112044,361,1921.21,40.2,"Rep"
"479",9826,9862,-0.4,9862,4.3,18.3,21.6,48.1,96.5,0.2,1.1,0.5,0.1,1.6,4.4,92.9,78.6,2.2,7.2,92.4,34.3,1131,15.4,11906,77.8,8.6,221200,3519,2.7,25785,50473,9.5,567,2927,1.4,1224,2058,0,0,0,0,0,10.4,0,20494,135620,15201,43204,99,3664.52,2.7,"Rep"
"480",7492,8238,-9.1,8238,6.4,22.9,18.2,49.7,60.3,36.6,0.5,0.3,0.1,2.2,2.1,58.8,86.7,1.3,2.5,74.6,8.4,678,25.6,3953,65.8,14.2,54400,2860,2.62,13619,26972,31.6,107,1037,-6.3,416,383,0,0,0,0,0,43.1,0,0,22853,2785,0,0,235.51,35,"Rep"
"481",53869,54167,-0.6,54165,5.7,26.1,14,50.2,93.1,2.7,0.6,1.4,0.1,2.1,20.6,74.4,89.6,11.3,19,85.8,19.3,3404,30.1,19973,82.5,12.7,158800,17938,3,25888,60893,11.3,847,15398,15.7,3056,3425,1.3,0,0,0,0,27.8,5553679,146167,454857,8556,40186,11,280.72,193,"Rep"
"482",6832,6937,-1.5,6937,3.8,15,13,35.6,78.5,19.2,1.2,0.3,0,0.7,6.2,74,82.5,2.8,5.5,81.5,12.2,454,18.9,2442,78.2,9.2,83600,2105,2.47,20555,42194,12.3,116,2988,9.1,334,373,0,0,0,0,0,0,0,0,30018,4597,0,0,305.61,22.7,"Rep"
"483",33840,34978,-3.3,34978,5,21.8,19.9,51,96.6,0.9,0.4,0.9,0,1.1,8.6,88.7,90.3,3.6,7.5,89.2,17.4,2803,20.4,15651,75.7,12.1,101200,13998,2.44,26705,48977,11.6,768,9484,-2.7,1982,2918,0,0,0,0,0,28.7,0,977575,331951,9525,27440,15,869.03,40.2,"Rep"
"484",4956,5089,-2.6,5089,5.2,20.4,22.8,49.9,98.8,0.3,0.2,0.3,0,0.4,1.1,97.7,90.9,1.6,1.6,89,14.4,444,39.6,2835,81.5,5.7,112300,2061,2.41,26924,50436,11.9,93,605,-1.1,339,0,0,0,0,0,0,0,0,0,22307,4376,5376,12,253.83,20,"Rep"
"485",14715,15388,-4.4,15387,4.5,19.1,23.6,50,96.6,1.1,0.4,0.6,0,1.3,3.4,93.6,89,3.3,4.9,88.9,15.1,1395,23.8,8412,76.5,11.3,100100,6671,2.24,27118,47985,13.7,399,3198,-5.6,1051,1669,0,0,0,0,0,0,320789,301803,88717,5593,12957,17,444.81,34.6,"Rep"
"486",13156,13638,-3.5,13642,6.4,24.5,16.4,49.3,93.5,3.8,0.8,0.6,0.1,1.2,18.9,76.5,87.1,10.3,16.9,86,13,982,22.2,5781,72.2,8.5,76100,5134,2.59,22257,45734,14.8,254,4471,1.4,690,1166,0,0,0,0,0,0,0,331272,115401,8480,8121,8,375.82,36.3,"Rep"
"487",207133,201081,3,201081,5.5,19.2,11.1,50.1,73.8,12.8,0.3,10.2,0.1,2.7,5.7,69.1,72.9,11.7,15.9,93.6,42.4,10682,17.6,89194,54.9,35.6,149500,79137,2.35,25713,45808,22.3,4133,67335,-0.9,11532,13525,8.8,0,0,0,1.9,28.3,3248908,2575981,2347059,12163,374499,1458,996.27,201.8,"Dem"
"488",33892,34800,-2.6,34800,5.5,21.2,18.6,49.1,96.5,1.6,0.2,0.7,0,1,1.6,95.1,89.3,1.5,2.1,88.2,13.5,3129,24.6,15533,74.7,10.6,82400,14138,2.32,23915,45145,14.9,718,8699,-0.8,1960,2949,0,0,0,0,0,30.7,392440,0,369948,10703,29295,29,709.38,49.1,"Rep"
"489",16180,16335,-0.9,16335,5.8,22.8,18.7,50.8,98.1,0.5,0.2,0.3,0,0.8,1.4,96.8,88.6,1,2,89.5,17.6,1459,21.8,7739,75.6,7.6,87800,6568,2.44,24296,47405,12.3,334,3763,-5.5,1089,1452,0,0,0,0,0,21.4,664438,176069,109618,6513,17035,7,501.42,32.6,"Rep"
"490",13520,13815,-2.1,13815,6.5,22.9,18.8,50.7,97.6,0.5,0.2,0.7,0,0.9,1.5,96.3,92.6,0.9,1.7,87.7,14,1054,19.6,6353,79.6,7.3,75300,5486,2.45,22279,40640,15.6,364,4555,1.3,1026,732,0,0,0,0,0,41.8,737102,168802,114775,8375,0,4,468.32,29.5,"Rep"
"491",37857,37762,0.3,37762,5.5,21.5,16,48.2,94.3,3.7,0.4,0.5,0.1,1.1,3.1,91.6,89.3,1.6,3.6,88.7,20.3,3558,25.3,15541,82.4,7.4,127300,14051,2.55,27802,61720,8.9,880,8679,-1.9,2248,2876,0,0,0,0,0,0,0,281952,383207,10581,32422,85,474.09,79.7,"Rep"
"492",53320,53873,-1,53873,4.9,18,15,51.7,93,4.1,0.3,1,0,1.6,2.3,91.1,75.8,1.9,4.1,90,24.2,3785,17,23434,62,24.9,90200,21046,2.33,21970,37040,22,1186,17476,-0.7,2671,3872,2.6,0,0,0,0,25.6,0,382885,635068,12150,75603,16,508.29,106,"Rep"
"493",5246456,5195060,1,5194675,6.5,22.6,12.9,51.5,65.8,24.4,0.8,7.2,0.1,1.8,25,43,86.5,21.1,34.5,84.5,34.7,213855,31.7,2175146,58.3,53.8,231200,1933335,2.65,30183,54548,16.9,129972,2286711,2.3,447401,510931,16.4,0.6,6.9,0.1,7.2,32.3,77932858,83964561,60585557,11571,13094372,7753,945.33,5495.1,"Dem"
"494",19393,19817,-2.1,19817,5.4,19.8,18.3,48.4,93.1,4.9,0.4,0.6,0,1,2.2,91.3,87,1.1,3,89.2,17.1,1805,18,8637,79.9,7,76600,7731,2.41,25214,46216,14.4,427,6607,-0.9,1196,1597,0,0,0,0,0,26.4,0,90886,164186,8419,15266,5,443.63,44.7,"Rep"
"495",105462,105160,0.3,105160,5.8,21.7,11.1,50.5,87.4,7.6,0.4,2.8,0.1,1.8,10.9,77.6,78.3,6.9,11.8,91.1,29.8,5687,26.1,41003,60.2,29.8,173000,37844,2.59,23696,53375,19,1959,26056,-0.2,5934,7815,2.1,0,2.1,0,2.2,31.3,1435916,249685,1090171,10351,128175,45,631.31,166.6,"Dem"
"496",16284,16561,-1.7,16561,5.5,21.6,18.1,50.1,97.2,0.8,0.2,0.5,0,1.2,2.3,95.1,88.1,1.1,2,92.6,16.8,1373,21.8,7502,77,11.1,107100,6802,2.38,26704,51051,14,397,4445,-3.3,866,1165,0,0,0,0,0,0,0,248857,188199,11527,13923,25,397.51,41.7,"Rep"
"497",19889,19982,-0.5,19980,6.7,25.5,16.3,50.4,97.2,0.6,0.3,0.7,0,1.1,7.3,90.4,89.3,4.3,19,83.8,16.2,1403,20.8,8374,78.3,10.9,99300,7509,2.62,23732,52741,10.3,586,6396,5.8,1504,1871,0,0,0,0,0,0,699883,290117,218438,11222,24490,25,416.67,48,"Rep"
